proof_id,domain,theorem_name,verdict,location,explanation,score
4176,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4177,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4178,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4179,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: misuse_quantifier. The error lies between positions 0-0.,0.2
4180,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: misuse_quantifier. The error lies between positions 0-0.,0.2
4181,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: unstated_assumption. The error lies between positions 0-0.,0.2
4182,Logic,DeMorgan,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
4183,Logic,DeMorgan,Invalid,0-0,Detected flaw type: misuse_quantifier. The error lies between positions 0-0.,0.2
4184,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4185,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: circularity. The error lies between positions 0-0.,0.2
4186,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4187,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
4188,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4189,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
4190,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4191,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
4192,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4193,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4194,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4195,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4196,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4197,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: misuse_quantifier. The error lies between positions 0-0.,0.2
4198,Logic,DeMorgan,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
4199,Logic,DeMorgan,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
4200,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4201,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4202,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: unstated_assumption. The error lies between positions 0-0.,0.2
4203,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4204,Logic,DeMorgan,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
4205,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4206,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
4207,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4208,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4209,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: circularity. The error lies between positions 0-0.,0.2
4210,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4211,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: equivocation. The error lies between positions 0-0.,0.2
4212,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4213,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: circularity. The error lies between positions 0-0.,0.2
4214,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
4215,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: misuse_quantifier. The error lies between positions 0-0.,0.2
4216,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4217,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4218,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
4219,Logic,DeMorgan,Invalid,0-0,Detected flaw type: equivocation. The error lies between positions 0-0.,0.2
4220,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4221,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
4222,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4223,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4224,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
4225,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4226,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
4227,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4228,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4229,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
4230,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: circularity. The error lies between positions 0-0.,0.2
4231,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: unstated_assumption. The error lies between positions 0-0.,0.2
4232,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
4233,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: unstated_assumption. The error lies between positions 0-0.,0.2
4234,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4235,Logic,DeMorgan,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
4236,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
4237,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
4238,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
4239,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4240,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4241,Logic,DeMorgan,Invalid,0-0,Detected flaw type: circularity. The error lies between positions 0-0.,0.2
4242,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4243,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
4244,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4245,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
4246,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
4247,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4248,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4249,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4250,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4251,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4252,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4253,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: unstated_assumption. The error lies between positions 0-0.,0.2
4254,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
4255,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4256,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4257,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4258,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
4259,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4260,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: equivocation. The error lies between positions 0-0.,0.2
4261,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: unstated_assumption. The error lies between positions 0-0.,0.2
4262,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
4263,Logic,DeMorgan,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
4264,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4265,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: unstated_assumption. The error lies between positions 0-0.,0.2
4266,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
4267,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: equivocation. The error lies between positions 0-0.,0.2
4268,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4269,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: unstated_assumption. The error lies between positions 0-0.,0.2
4270,Logic,DeMorgan,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
4271,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: circularity. The error lies between positions 0-0.,0.2
4272,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
4273,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
4274,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: unstated_assumption. The error lies between positions 0-0.,0.2
4275,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4276,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4277,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4278,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: misuse_quantifier. The error lies between positions 0-0.,0.2
4279,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: unstated_assumption. The error lies between positions 0-0.,0.2
4280,Logic,DeMorgan,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
4281,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4282,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
4283,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
4284,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4285,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
4286,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4287,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4288,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4289,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: unstated_assumption. The error lies between positions 0-0.,0.2
4290,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4291,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4292,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4293,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: misuse_quantifier. The error lies between positions 0-0.,0.2
4294,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4295,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4296,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
4297,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
4298,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4299,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: equivocation. The error lies between positions 0-0.,0.2
4300,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
4301,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4302,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4303,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4304,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
4305,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4306,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4307,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4308,Logic,DeMorgan,Invalid,0-0,Detected flaw type: unstated_assumption. The error lies between positions 0-0.,0.2
4309,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: equivocation. The error lies between positions 0-0.,0.2
4310,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: unstated_assumption. The error lies between positions 0-0.,0.2
4311,Logic,DeMorgan,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
4312,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4313,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
4314,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
4315,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
4316,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4317,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: unstated_assumption. The error lies between positions 0-0.,0.2
4318,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4319,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4320,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
4321,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
4322,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4323,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4324,Logic,DeMorgan,Invalid,0-0,Detected flaw type: unstated_assumption. The error lies between positions 0-0.,0.2
4325,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: misuse_quantifier. The error lies between positions 0-0.,0.2
4326,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: circularity. The error lies between positions 0-0.,0.2
4327,Logic,DeMorgan,Invalid,0-0,Detected flaw type: misuse_quantifier. The error lies between positions 0-0.,0.2
4328,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4329,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4330,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4331,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4332,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4333,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4334,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4335,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4336,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4337,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: circularity. The error lies between positions 0-0.,0.2
4338,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
4339,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: misuse_quantifier. The error lies between positions 0-0.,0.2
4340,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
4341,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4342,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
4343,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4344,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4345,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
4346,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4347,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: equivocation. The error lies between positions 0-0.,0.2
4348,Logic,DeMorgan,Invalid,0-0,Detected flaw type: circularity. The error lies between positions 0-0.,0.2
4349,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
4350,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4351,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4352,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4353,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4354,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
4355,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
4356,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: unstated_assumption. The error lies between positions 0-0.,0.2
4357,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4358,Logic,DeMorgan,Invalid,0-0,Detected flaw type: misuse_quantifier. The error lies between positions 0-0.,0.2
4359,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4360,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
4361,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
4362,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4363,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4364,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: unstated_assumption. The error lies between positions 0-0.,0.2
4365,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: misuse_quantifier. The error lies between positions 0-0.,0.2
4366,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4367,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4368,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4369,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4370,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: equivocation. The error lies between positions 0-0.,0.2
4371,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4372,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4373,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: circularity. The error lies between positions 0-0.,0.2
4374,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4375,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4376,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4377,Logic,DeMorgan,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
4378,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
4379,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
4380,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4381,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: equivocation. The error lies between positions 0-0.,0.2
4382,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
4383,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4384,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4385,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4386,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
4387,Logic,DeMorgan,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
4388,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4389,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
4390,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
4391,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: equivocation. The error lies between positions 0-0.,0.2
4392,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
4393,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: circularity. The error lies between positions 0-0.,0.2
4394,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4395,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4396,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4397,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4398,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4399,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
4400,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4401,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
4402,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4403,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: circularity. The error lies between positions 0-0.,0.2
4404,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: circularity. The error lies between positions 0-0.,0.2
4405,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4406,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4407,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
4408,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4409,Logic,DeMorgan,Invalid,0-0,Detected flaw type: equivocation. The error lies between positions 0-0.,0.2
4410,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
4411,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4412,Logic,DeMorgan,Invalid,0-0,Detected flaw type: circularity. The error lies between positions 0-0.,0.2
4413,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: circularity. The error lies between positions 0-0.,0.2
4414,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4415,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4416,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: unstated_assumption. The error lies between positions 0-0.,0.2
4417,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: misuse_quantifier. The error lies between positions 0-0.,0.2
4418,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4419,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
4420,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4421,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4422,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
4423,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: circularity. The error lies between positions 0-0.,0.2
4424,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4425,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
4426,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4427,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
4428,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4429,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4430,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4431,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: circularity. The error lies between positions 0-0.,0.2
4432,Logic,DeMorgan,Invalid,0-0,Detected flaw type: misuse_quantifier. The error lies between positions 0-0.,0.2
4433,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4434,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
4435,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4436,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4437,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: misuse_quantifier. The error lies between positions 0-0.,0.2
4438,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
4439,Logic,DeMorgan,Invalid,0-0,Detected flaw type: misuse_quantifier. The error lies between positions 0-0.,0.2
4440,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4441,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4442,Logic,DeMorgan,Invalid,0-0,Detected flaw type: circularity. The error lies between positions 0-0.,0.2
4443,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: misuse_quantifier. The error lies between positions 0-0.,0.2
4444,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
4445,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: equivocation. The error lies between positions 0-0.,0.2
4446,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
